Dates,News,sentiment,probabilities
07-12-2017,"gold rate today: gold, silver trade lower; should you invest?",positive,[0.07806524 0.27560887 0.64632595]
01-02-2017,"February gold slips $2.40, or 0.2%, at $1,209/oz.",neutral,[0.02094172 0.9601187  0.01893953]
09-02-2017,should you invest in gold etfs amid steady outflows?,positive,[0.11086219 0.01749064 0.8716472 ]
01-09-2018,Gold climbs as US-China trade picture deteriorates,neutral,[0.06728813 0.9172094  0.01550251]
02-05-2017,world's biggest gold miner etf sees record outflows,negative,[0.78369707 0.18618082 0.03012215]
05-07-2017,gold jewellery demand may grow by 9% in 2017: icra,negative,[0.8986203  0.00826727 0.09311243]
11-01-2018,us mint : gold and silver eagle buyers level-headed,positive,[0.09910686 0.01451246 0.8863806 ]
21-08-2017,Gold prices climb to highest finish since early June,negative,[0.73453736 0.19006275 0.07539987]
08-10-2018,gold futures mark lowest settlement in more than a week,neutral,[0.00950937 0.9487178  0.04177294]
06-09-2017,"gold halts 3-day rise, sheds rs 50 on weak demand",neutral,[0.03632916 0.94662434 0.01704649]
03-11-2017,"Gold prices end at a nearly 3-month low, down 0.2% for the week",neutral,[0.00849738 0.9745004  0.01700226]
31-05-2018,"dubai : vat impact on gold, diamonds to be reduced between registered dealers: fta",positive,[0.2110342  0.08838267 0.70058316]
10-01-2017,"Feb. gold down 70 cents, or less than 0.1%, at $1,184.20/oz",neutral,[0.01395612 0.96362996 0.02241392]
08-05-2018,"lebanon central bank governor on elections, reforms, gold",positive,[0.06368583 0.02187249 0.9144417 ]
27-11-2017,Gold settles higher to recoup most of last week's loss,negative,[0.8110069  0.13007405 0.058919  ]
04-08-2017,"December gold finishes down 0.8% at $1,264.60/oz.",neutral,[0.00887106 0.973443   0.01768596]
01-11-2017,"Gold settles higher, extends gains in electronic trading after Fed statement",negative,[0.8802049  0.05279497 0.06700011]
06-09-2017,Gold prices are expected to trade positive: Sushil Finance,positive,[0.44275957 0.01814902 0.53909147]
16-11-2018,france chases london's gold market amid soft-brexit hopes,neutral,[0.4668177  0.477417   0.05576526]
21-09-2018,gold prices end at 1-week low as stocks hit records and the u.s. dollar regains buoyancy,neutral,[0.02957098 0.91960424 0.05082478]
16-08-2018,bearish gold sentiment presents long-term buying opportunity,negative,[0.6925011  0.14265402 0.16484489]
31-01-2017,"Gold futures hit highs above $1,217/oz as the U.S. dollar and equities decline",negative,[0.90255326 0.05724717 0.0401995 ]
14-11-2018,Gold edges up as dollar drifts away from multi-month high,negative,[0.79722387 0.16856273 0.03421343]
09-06-2017,Gold prices down a third-straight session to lose 0.7% for the week,neutral,[0.01249474 0.9736009  0.01390438]
02-08-2018,Gold prices gain as dollar eases against yen,neutral,[0.39751983 0.5377182  0.06476206]
29-08-2018,iran's currency crisis: now it's two gold coins to rent an apartment,positive,[0.03232149 0.09379879 0.8738797 ]
26-07-2018,Gold prices edge lower as U.S-EU trade concerns abate,neutral,[0.02655511 0.9466724  0.02677245]
12-04-2017,gold touches 5-month highs on geopolitical tensions,negative,[0.61532927 0.2545831  0.13008764]
11-01-2017,"Feb. gold climbs $11.10, or 0.9%, to settle at $1,196.60/oz",negative,[0.8211945 0.133402  0.0454034]
11-09-2018,"Gold prices ease as US rate hike views, trade tensions boost dollar",negative,[0.9009015  0.05620972 0.04288882]
05-06-2017,Gold holds gains after U.S. data,negative,[0.73930156 0.14155501 0.11914346]
12-03-2018,lpmcl : five banks open up trillion dollar gold club,positive,[0.39458498 0.01285959 0.5925554 ]
24-04-2018,charts : gold prices hold channel as bears push towards 2018 lows,neutral,[0.34015536 0.6056862  0.05415848]
06-11-2018,etfs : october inflows to gold-backed etfs up as investors hedged risk -wgc,negative,[0.8326265  0.1409053  0.02646825]
28-11-2017,"Gold falls to Rs 30,500 on weak global cues, tepid spot demand",neutral,[0.01201437 0.96813524 0.01985039]
26-07-2017,gold drifts lower as dollar firms ahead of fed,neutral,[0.05236968 0.87845725 0.06917305]
15-01-2018,gold gains in asia as weaker dollar trend aids buying sentiment,negative,[0.5043292  0.45325762 0.0424131 ]
24-07-2018,mongolia's central bank buys 8.3 tons of gold,positive,[0.17701477 0.01511292 0.8078723 ]
01-03-2018,"april gold down $12.70, or 1%, to settle at $1,305.20/oz",neutral,[0.01813987 0.95960635 0.02225373]
16-01-2018,gold futures mark highest finish since sept. 8,negative,[0.56773853 0.16063905 0.27162245]
31-08-2017,gold prices gain in asia as china caixin pmi jumps,negative,[0.5587479  0.34987012 0.091382  ]
26-02-2018,russia outpaces china in gold rush,negative,[0.68047    0.07637875 0.24315122]
20-03-2017,"buy gold, says t gnanasekar",positive,[0.07201041 0.01511461 0.912875  ]
28-03-2017,"gold, silver trade flat in morning deals",neutral,[0.03243356 0.9228992  0.04466721]
09-05-2017,Gold prices settle at an eight-week low,neutral,[0.08509544 0.55693465 0.3579699 ]
25-06-2018,gold futures mark another settlement low for the year,neutral,[0.01215402 0.9591909  0.02865507]
07-03-2018,"gold settles lower, then extends losses in electronic trade after fed beige book",neutral,[0.06379537 0.87652785 0.0596768 ]
20-09-2017,korea objects to curbs on gold imports,positive,[0.1092188  0.4074975  0.48328367]
23-05-2018,abn amro :  gold price weakness not over yet,positive,[0.10972652 0.13785926 0.7524142 ]
17-11-2017,"government fixes sovereign gold bond rate at rs 2,961/gram",positive,[0.0566372  0.06365931 0.8797035 ]
12-09-2017,"Gold falls below Rs 31,000-mark; silver down at Rs 41,650 per kg",neutral,[0.01337986 0.9627141  0.02390608]
03-11-2017,Gold settles at a nearly three-month low,neutral,[0.22669625 0.41733766 0.3559661 ]
19-01-2018,gold prices settle higher to cut their loss for the week,negative,[0.80257094 0.14615406 0.05127504]
16-10-2017,"Gold slips but holds above $1,300; copper marks highest finish since 2014",neutral,[0.10361574 0.875775   0.02060932]
20-04-2018,gold futures lose roughly 0.7% for the week,neutral,[0.01036868 0.9725266  0.01710471]
09-08-2018,mali : aussies have eyes on world's first fully autonomous underground gold mine in africa's mali,negative,[0.5291928  0.01084341 0.45996383]
29-03-2018,gold futures slightly lower after economic data,neutral,[0.02902111 0.93411297 0.03686589]
20-12-2017,Gold Prices Remain Supported on U.S. Dollar Softness,negative,[0.8168383  0.11496735 0.06819435]
02-03-2018,gold prices hold sharp gain after consumer-sentiment reading,negative,[0.77887887 0.14793193 0.07318913]
10-05-2017,"June gold settles at $1,218.90/oz, up $2.80, or 0.2%",negative,[0.93825567 0.03697569 0.02476867]
24-08-2017,"Gold for December delivery off 0.2% at $1,292.2",neutral,[0.02518872 0.9607666  0.01404461]
10-04-2018,Gold prices to trade volatile today: Angel Commodities,positive,[0.0541894  0.19118981 0.7546208 ]
14-11-2018,x8 : this sharia compliant cryptocurrency is backed by gold and 8 fiats,positive,[0.10097682 0.00857321 0.89045   ]
01-02-2019,Gold rates,positive,[0.08048405 0.03583888 0.8836771 ]
05-10-2017,us tax reforms putting pressure on gold prices,neutral,[0.0973392  0.7781086  0.12455225]
04-08-2017,"December gold down 0.4% at $1,267/oz.",neutral,[0.010833   0.9692573  0.01990964]
13-01-2017,"Gold extends early, modest losses after economic data, off $2.30, or 0.2%, at $1,197.60/oz.",neutral,[0.02255763 0.96534    0.01210237]
15-06-2017,Gold settles at three-week low as Fed interest-rate hike lifts the dollar,neutral,[0.12408618 0.7836888  0.09222497]
26-07-2018,gold steady as dollar eases after u.s.-eu trade talks,negative,[0.5534436  0.38125694 0.06529945]
28-10-2018,"Gold investment demand returns, but rising dollar is a major hurdle",negative,[0.53793037 0.3887828  0.07328677]
15-03-2017,"Prices for gold climb, oil gains more ground after Fed's interest-rate decision",negative,[0.8161397  0.07109075 0.11276951]
16-03-2017,Gold rallies to highest finish in two weeks,negative,[0.7021957  0.10879028 0.18901409]
12-12-2017,"Gold futures fall to Rs 28,178 on weak global cues",neutral,[0.01114577 0.9634487  0.0254055 ]
27-04-2017,are you going for physical gold or paper gold this�akshaya�tritiya?,positive,[0.03339605 0.03873012 0.9278738 ]
26-10-2017,Gold prices mark lowest settlement since early August,neutral,[0.0083551  0.95471716 0.03692774]
13-06-2018,"gold ends with modest gain, then falls under $1,300 in electronic trade after fed decision",negative,[0.5564975  0.29626653 0.14723602]
26-10-2017,Gold drops to lowest finish since early August as dollar rallies to 3-month high,neutral,[0.01726412 0.9450807  0.03765516]
07-04-2017,"June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce",negative,[0.9349521  0.0366082  0.02843974]
19-01-2018,bitcoin slump drives up investors' appetite for gold,neutral,[0.22273993 0.7183311  0.05892893]
15-08-2017,"Dec. gold drops $10.70, or 0.8%, to settle at $1,279.70/oz",neutral,[0.01433955 0.9643444  0.02131615]
12-09-2017,"Gold, silver decline further on global cues",neutral,[0.02339724 0.963248   0.01335468]
03-05-2017,Kinross Gold upgraded to outperformer from neutral at CIBC,negative,[0.93369603 0.03711639 0.02918757]
07-05-2018,"Gold rises to Rs 32,180; silver jumps by Rs 100/kg",negative,[0.8896125  0.03833926 0.07204827]
10-04-2018,gold to platinum ratio hits all time highs,negative,[0.9029795  0.02068201 0.07633855]
02-11-2017,"December gold trades 0.1% lower at $1,275.80/oz.",neutral,[0.00823231 0.9708939  0.02087373]
12-03-2018,Gold Prices Turn Lower as Sentiment Remains Supported,neutral,[0.03607813 0.932732   0.03118991]
06-02-2017,Gold miner ETF rises as futures look at highest settlement in 3 months,negative,[0.66123146 0.25048068 0.08828784]
19-11-2018,"Commodity outlook: Gold may see low-level buying, crude to stabilise",negative,[0.9370886  0.02717125 0.03574016]
30-08-2017,"Dec. gold down $4.80, or 0.4%, to settle at $1,314.10/oz",neutral,[0.01503272 0.9634717  0.02149554]
19-12-2017,gold prices gain slightly in asia as us tax cuts hit slight snag,neutral,[0.42256132 0.5230947  0.05434394]
01-03-2017,"April gold settles at $1,250/oz, down $3.90, or 0.3%",neutral,[0.00884728 0.9745557  0.01659699]
31-01-2019,India's 2019 gold demand forecast at 750-850 T: WGC,positive,[0.04920382 0.02201799 0.92877823]
21-09-2017,"Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz",neutral,[0.0149093  0.9623005  0.02279018]
01-08-2017,"gold slides by rs 120 on global cues, fall in demand",neutral,[0.01581705 0.9673131  0.01686973]
15-11-2018,Gold futures recover Rs 44 on fresh positions,neutral,[0.44671    0.47866523 0.07462485]
31-05-2017,"June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement",neutral,[0.21695101 0.7267317  0.05631726]
18-07-2017,"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",negative,[0.9265483  0.02836813 0.04508353]
24-10-2017,"gold edges up, but stuck in tight range",negative,[0.4913945  0.45839322 0.05021231]
09-05-2018,gold heads modestly lower less than an hour ahead of comex settlement,neutral,[0.0675579  0.90934986 0.02309217]
17-10-2017,"scientists witness huge cosmic crash, find origins of gold",positive,[0.05450619 0.02889728 0.91659653]
28-06-2018,gold futures end lower for a fourth straight session,neutral,[0.00922804 0.9614875  0.02928453]
03-12-2018,"g20 summit - key takeaways & potential impact on dollar, gold, and stock markets",positive,[0.07742916 0.05198231 0.87058854]
22-08-2018,gold output in key countries to slump to 'generational' lows - report,neutral,[0.01024297 0.96721655 0.02254047]
14-11-2018,china : the way ahead for china's gold market,positive,[0.13692823 0.01478159 0.84829015]
17-08-2017,"December gold up 0.6% at $1,290.60/oz.",negative,[0.8647397  0.10146068 0.03379962]
13-07-2017,Gold snaps 3-session win streak,positive,[0.39041808 0.13129522 0.47828668]
28-08-2018,"commerzbank : gold to reclaim $1,300 an ounce by the end of 2018",positive,[0.41709903 0.01290249 0.56999844]
19-10-2017,Gold finishes higher after posting declines in the last 3 sessions,negative,[0.8326606  0.13627486 0.03106452]
22-01-2018,"feb. gold settles at $1,331.90/oz on comex, down $1.20, or nearly 0.1%",neutral,[0.00788605 0.97480583 0.01730803]
06-12-2017,gold prices ease despite slightly weaker dollar,negative,[0.81865203 0.14807191 0.03327603]
22-02-2018,Gold Prices Remain Under Pressure After Upbeat U.S. Data,neutral,[0.21355146 0.7220807  0.06436779]
06-02-2018,intl fc stone : an efficient and effective platform for accessing physical gold,positive,[0.47628033 0.00711271 0.51660687]
22-10-2017,gold prices down in asia on monday as dollar gains,neutral,[0.01898668 0.9558821  0.02513127]
16-03-2017,traders divided on gold gst rate,positive,[0.0637818  0.40557224 0.5306459 ]
06-02-2017,Gold futures log highest settlement since Nov. 10,negative,[0.58227485 0.3391992  0.07852592]
23-04-2018,Gold slips to two-week low as rising bond yields support dollar,neutral,[0.09151666 0.84314287 0.06534042]
22-06-2017,"gold tallies back-to-back gains, and claws out from 5-week low",negative,[0.87332034 0.07785731 0.04882232]
04-01-2017,"gold climbs rs 200 on global cues, silver regains rs 40k-mark",negative,[0.89181274 0.03515087 0.07303641]
28-09-2017,Gold remains slightly lower after economic data,neutral,[0.11184176 0.8470865  0.0410717 ]
08-02-2018,cryptocurrencies may rival gold as a store of value - marketing analyst,positive,[0.42725602 0.00837777 0.5643663 ]
10-10-2018,gold cot myth debunked - speculators are usually right,positive,[0.06590009 0.16123053 0.77286935]
28-02-2018,"gold overlooked, ignored & shunned, despite a great technical picture & upside potential",neutral,[0.03850937 0.90719885 0.0542918 ]
15-09-2017,Gold prices suffer first weekly loss in a month,neutral,[0.02193418 0.9576526  0.02041313]
05-09-2017,"Dec. gold gains $14.10, or 1.1%, to settle at $1,344.50/oz",negative,[0.83280987 0.12601137 0.04117884]
19-06-2018,"blackrock : there is still a case for gold, just at a lower exposure",positive,[0.36444065 0.06748898 0.5680703 ]
01-12-2017,commerce secretary for review of import duty on gold,positive,[0.03797289 0.23005249 0.73197466]
25-06-2018,"gold recovers early lost ground, back around $1270 level",neutral,[0.31414774 0.5852541  0.10059822]
04-10-2017,"Dec. gold settles at $1,276.80/oz, up $2.20, or 0.2%",negative,[0.93845004 0.03724187 0.02430813]
23-11-2017,Gold is expected to trade positive: Sushil Finance,negative,[0.6990881  0.01882076 0.28209114]
22-01-2018,is gold on the verge of breaking out?,positive,[0.08107513 0.26173607 0.65718883]
01-12-2017,Feb. gold contract ends with a weekly loss of roughly 0.7%,neutral,[0.01200636 0.97088796 0.0171056 ]
18-12-2017,Gold Prices Edges Higher as U.S. Dollar Pulls Back,negative,[0.80110633 0.16423047 0.03466315]
09-05-2018,gold futures log a modest decline for a third straight session,neutral,[0.03057777 0.95672274 0.01269954]
12-09-2017,Gold prices settle lower for a second-straight session,neutral,[0.01592199 0.95775014 0.0263279 ]
29-09-2017,"gold, silver to trade sideways on friday; here's why",positive,[0.15844508 0.05220389 0.789351  ]
17-09-2018,gold speculators cut back on their bearish bets this past week,neutral,[0.02228244 0.93591136 0.04180629]
05-06-2017,Gold marks second-straight session gain,positive,[0.40403944 0.07213856 0.523822  ]
26-01-2017,"Feb. gold settles at $1,189.80/oz, down $8, or 0.7%",neutral,[0.00948549 0.973217   0.01729746]
20-11-2017,"Gold tumbles, tracking dollar amid German political uncertainty",neutral,[0.03375529 0.9367912  0.02945353]
29-08-2017,"gold, silver trade higher on rising geopolitical tensions",negative,[0.5143813  0.44932303 0.03629566]
24-05-2017,"June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish",neutral,[0.0105056  0.9737597  0.01573466]
29-09-2017,"Dec. gold down $3.90, or 0.3%, for the session to settle at $1,284.80/oz",neutral,[0.01370517 0.96354043 0.02275432]
24-05-2017,"gold tops rs 29,000-mark, up rs 185 on jewellers' buying",negative,[0.93669504 0.02722803 0.03607685]
